Number,Name,Country,Region,Type,ActivityEvidence,LastKnownEruption,Latitude,Longitude,Elevation(Meters),DominantRockType,TectonicSetting
355020,Guallatiri,Chile,South America,Stratovolcano,Eruption Observed,1960,-18.42,-69.092,6071,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355070,San Pedro-San Pablo,Chile,South America,Stratovolcano,Eruption Observed,1960,-21.888,-68.391,6142,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357020,San Jose,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1960,-33.789,-69.895,6070,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
373060,Askja,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1961,65.033,-16.783,1080,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
386010,Tristan da Cunha,United Kingdom,Atlantic Ocean,Shield,Eruption Observed,1962,-37.092,-12.28,2060,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
390140,Protector Seamounts,United Kingdom,Antarctica,Submarine,Eruption Observed,1962,-55.912,-28.167,-55,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
283150,Nasudake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1963,37.125,139.963,1915,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
264020,Agung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1964,-8.342,115.508,3142,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
257010,Suretamatai,Vanuatu,Melanesia and Australia,Complex,Eruption Observed,1966,-13.8,167.47,921,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
343030,Izalco,El Salvador,México and Central America,Stratovolcano,Eruption Observed,1966,13.813,-89.633,1950,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
264040,Tambora,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1967,-8.25,118,2850,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
284140,Farallon de Pajaros,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1967,20.538,144.896,360,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
357060,"Azul, Cerro",Chile,South America,Stratovolcano,Eruption Observed,1967,-35.653,-70.761,3788,Dacite,Subduction Zone / Continental Crust (>25 km)
264140,Kelimutu,Indonesia,Indonesia,Complex,Eruption Observed,1968,-8.77,121.82,1639,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
265060,Nila,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1968,-6.73,129.5,781,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282020,Io-Torishima,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1968,27.881,128.223,212,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
373050,Kverkfjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1968,64.653,-16.647,1930,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
264100,Ebulobo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969,-8.82,121.18,2124,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
264110,Iya,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969,-8.897,121.645,637,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
334100,Unnamed,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1969,-8.27,-107.95,-2800,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
284070,Myojinsho,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1970,31.888,139.918,11,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
333030,Moua Pihaa,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1970,-18.325,-148.525,-312,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
390030,Deception Island,Antarctica,Antarctica,Caldera,Eruption Observed,1970,-63.001,-60.652,602,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
263210,Sundoro,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1971,-7.3,109.992,3136,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283230,Akita-Komagatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1971,39.761,140.799,1637,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
383010,La Palma,Spain,Atlantic Ocean,Stratovolcano,Eruption Observed,1971,28.57,-17.83,2426,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
250030,Unnamed,Papua New Guinea,Melanesia and Australia,Submarine,Eruption Dated,1972,-3.03,147.78,-1300,No Data,Rift Zone / Continental Crust (>25 km)
290160,Unnamed,Russia,Kuril Islands,Submarine,Eruption Dated,1972,46.47,151.28,-502,No Data,Subduction Zone / Oceanic Crust (< 15 km)
333020,Rocard,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1972,-17.662,-148.586,-2515,Trachyte / Trachydacite,Intraplate / Oceanic Crust (< 15 km)
342080,Acatenango,Guatemala,México and Central America,Stratovolcano,Eruption Observed,1972,14.501,-90.876,3976,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290120,Kolokol Group,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1973,46.042,150.083,1328,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
372010,Vestmannaeyjar,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1973,63.416,-20.266,283,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
257070,Kuwae,Vanuatu,Melanesia and Australia,Caldera,Eruption Observed,1974,-16.829,168.536,-2,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
283220,Chokaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1974,39.099,140.049,2236,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
284133,Fukujin,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1974,21.93,143.47,-217,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
311120,Great Sitkin,United States,Alaska,Stratovolcano,Eruption Observed,1974,52.076,-176.13,1740,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
312160,Trident,United States,Alaska,Stratovolcano,Eruption Observed,1974,58.236,-155.1,1864,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
284131,Minami Hiyoshi,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1975,23.5,141.935,-107,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Crust Thickness Unknown
390070,Southern Thule,United Kingdom,Antarctica,Stratovolcano,Eruption Observed,1975,-59.442,-27.225,1075,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
266110,Mahawu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1977,1.352,124.865,1299,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
273070,Taal,Philippines,Philippines and SE Asia,Caldera,Eruption Observed,1977,14.002,120.993,311,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283180,Azumayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1977,37.735,140.244,1949,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312131,Ukinrek Maars,United States,Alaska,Maar,Eruption Observed,1977,57.832,-156.51,91,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
351060,Purace,Colombia,South America,Stratovolcano,Eruption Observed,1977,2.32,-76.4,4650,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
360060,Soufriere Guadeloupe,France,West Indies,Stratovolcano,Eruption Observed,1977,16.044,-61.664,1467,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
221126,Ardoukoba,Djibouti,Africa and Red Sea,Fissure vent,Eruption Observed,1978,11.58,42.47,298,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
274020,Didicas,Philippines,Philippines and SE Asia,Compound,Eruption Observed,1978,19.077,122.202,228,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
243102,Curacoa,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1979,-15.62,-173.67,-33,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
357140,Carrán-Los Venados,Chile,South America,Pyroclastic cone,Eruption Observed,1979,-40.35,-72.07,1114,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
358059,Arenales,Chile,South America,Stratovolcano,Eruption Observed,1979,-47.2,-73.48,3437,No Data,Subduction Zone / Continental Crust (>25 km)
358060,Lautaro,Chile,South America,Stratovolcano,Eruption Observed,1979,-49.02,-73.55,3607,Dacite,Subduction Zone / Continental Crust (>25 km)
360150,Soufrière St. Vincent,Saint Vincent and the Grenadines,West Indies,Stratovolcano,Eruption Observed,1979,13.33,-61.18,1220,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
357091,Callaqui,Chile,South America,Stratovolcano,Eruption Observed,1980,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
241050,Okataina,New Zealand,New Zealand to Fiji,Lava dome,Eruption Observed,1981,-38.12,176.5,1111,Rhyolite,Subduction Zone / Continental Crust (>25 km)
285040,Shikotsu,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,1981,42.688,141.38,1320,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290030,Chachadake [Tiatia],Japan - administered by Russia,Kuril Islands,Stratovolcano,Eruption Observed,1981,44.353,146.252,1822,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
341120,"Chichon, El",Mexico,México and Central America,Lava dome,Eruption Observed,1982,17.36,-93.228,1150,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
266010,Colo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1983,-0.162,121.601,404,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
283120,Kusatsu-Shiranesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1983,36.618,138.528,2165,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
263140,Galunggung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1984,-7.25,108.058,2168,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
284100,Kaitoku Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1984,26.06,140.933,-173,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
332020,Mauna Loa,United States,Hawaii and Pacific Ocean,Shield,Eruption Observed,1984,19.475,-155.608,4170,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km)
373080,Krafla,Iceland,Iceland and Arctic Ocean,Caldera,Eruption Observed,1984,65.75,-16.25,800,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
243110,Niuafo'ou,Tonga,New Zealand to Fiji,Shield,Eruption Observed,1985,-15.6,-175.63,260,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
333010,Teahitia,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1985,-17.564,-148.821,-1743,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
354010,"Misti, El",Peru,South America,Stratovolcano,Eruption Observed,1985,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
376010,Jan Mayen,Norway,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1985,71.087,-8.146,2085,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
261120,Sorikmarapi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1986,0.686,99.539,2145,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
331030,Cleft Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1986,44.83,-130.3,-2140,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
341130,Tacana,Mexico-Guatemala,México and Central America,Stratovolcano,Eruption Observed,1986,15.132,-92.109,4064,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
311060,Semisopochnoi,United States,Alaska,Stratovolcano,Eruption Observed,1987,51.93,179.58,1221,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
312060,Kupreanof,United States,Alaska,Stratovolcano,Eruption Observed,1987,56.011,-159.797,1895,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357010,Tupungatito,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1987,-33.425,-69.797,5660,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
265090,Banda Api,Indonesia,Indonesia,Caldera,Eruption Observed,1988,-4.523,129.881,596,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
268070,Makian,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1988,0.32,127.4,1357,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
358061,Viedma,Argentina,South America,Subglacial,Eruption Observed,1988,-49.358,-73.28,1500,Dacite,Subduction Zone / Continental Crust (>25 km)
283010,Izu-Tobu,Japan,"Japan, Taiwan, Marianas",Pyroclastic cone,Eruption Observed,1989,34.9,139.098,1406,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
284142,Supply Reef,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Dated,1989,20.13,145.1,-8,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
311070,Gareloi,United States,Alaska,Stratovolcano,Eruption Observed,1989,51.79,-178.794,1573,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
333060,Macdonald,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1989,-28.98,-140.25,-39,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km)
284010,Izu-Oshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1990,34.724,139.394,758,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
311020,Kiska,United States,Alaska,Stratovolcano,Eruption Observed,1990,52.103,177.602,1220,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
334120,Southern EPR-Segment K,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1990,-17.436,-113.206,-2566,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
357100,Lonquimay,Chile,South America,Stratovolcano,Eruption Observed,1990,-38.379,-71.586,2832,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
264071,Ranakah,Indonesia,Indonesia,Lava dome,Eruption Observed,1991,-8.62,120.52,2350,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
353080,Marchena,Ecuador,South America,Shield,Eruption Observed,1991,0.33,-90.47,343,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
311300,Bogoslof,United States,Alaska,Submarine,Eruption Observed,1992,53.93,-168.03,150,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Intermediate Crust (15-25 km)
311320,Akutan,United States,Alaska,Stratovolcano,Eruption Observed,1992,54.134,-165.986,1303,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311340,Westdahl,United States,Alaska,Stratovolcano,Eruption Observed,1992,54.518,-164.65,1654,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
313040,Spurr,United States,Alaska,Stratovolcano,Eruption Observed,1992,61.299,-152.251,3374,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
251050,Long Island,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1993,-5.358,147.12,1280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
264220,Iliboleng,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1993,-8.342,123.258,1659,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
273083,Pinatubo,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1993,15.13,120.35,1486,Dacite,Subduction Zone / Continental Crust (>25 km)
311180,Seguam,United States,Alaska,Stratovolcano,Eruption Observed,1993,52.315,-172.51,1054,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
331020,CoAxial Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1993,46.52,-129.58,-2400,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353040,Alcedo,Ecuador,South America,Shield,Eruption Observed,1993,-0.43,-91.12,1130,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
341021,Socorro,Mexico,México and Central America,Shield,Eruption Observed,1994,18.78,-110.95,1050,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
345060,Irazu,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1994,9.979,-83.852,3432,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
234000,Boomerang Seamount,France,Middle East and Indian Ocean,Submarine,Eruption Dated,1995,-37.721,77.825,-650,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
243070,Metis Shoal,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1995,-19.18,-174.87,43,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
283070,Yakedake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1995,36.227,137.587,2455,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
284202,Ruby,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1995,15.62,145.57,-230,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
311310,Makushin,United States,Alaska,Stratovolcano,Eruption Observed,1995,53.891,-166.923,1800,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
355040,Irruputuncu,Chile-Bolivia,South America,Stratovolcano,Eruption Observed,1995,-20.73,-68.55,5163,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
258001,Eastern Gemini Seamount,France,Melanesia and Australia,Submarine,Eruption Observed,1996,-20.98,170.28,-80,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
282100,Unzendake,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1996,32.761,130.299,1483,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282120,Kujusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1996,33.086,131.249,1791,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283170,Adatarayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1996,37.647,140.281,1728,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300125,Akademia Nauk,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1996,53.98,159.45,1180,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
331031,North Gorda Ridge Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996,42.67,-126.78,-3000,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
332000,Loihi,United States,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996,18.92,-155.27,-975,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km)
334070,Galapagos Rift,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996,0.792,-86.15,-2430,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
283260,Akita-Yakeyama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1997,39.964,140.757,1366,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
311190,Amukta,United States,Alaska,Stratovolcano,Eruption Observed,1997,52.5,-171.252,1066,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
360101,"Watt, Morne",Dominica,West Indies,Stratovolcano,Eruption Observed,1997,15.307,-61.305,1224,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
283090,Niigata-Yakeyama,Japan,"Japan, Taiwan, Marianas",Lava dome,Eruption Observed,1998,36.921,138.036,2400,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312110,Chiginagak,United States,Alaska,Stratovolcano,Eruption Observed,1998,57.135,-156.99,2221,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
243030,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1999,-20.85,-175.53,-13,No Data,Subduction Zone / Oceanic Crust (< 15 km)
263350,Ijen,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1999,-8.058,114.242,2769,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290100,Moyorodake [Medvezhia],Japan - administered by Russia,Kuril Islands,Stratovolcano,Eruption Observed,1999,45.389,148.838,1124,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
344070,"Negro, Cerro",Nicaragua,México and Central America,Pyroclastic cone,Eruption Observed,1999,12.506,-86.702,728,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
377020,East Gakkel Ridge at 85°E,Undersea Features,Iceland and Arctic Ocean,Submarine,Evidence Credible,1999,85.608,85.25,-3800,No Data,Rift Zone / Oceanic Crust (< 15 km)
300170,Uzon,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Dated,200,54.5,159.97,1617,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
358052,Melimoyu,Chile,South America,Stratovolcano,Eruption Dated,200,-44.08,-72.88,2400,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
370010,Snaefellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Dated,200,64.8,-23.783,1446,No Data,Rift Zone / Oceanic Crust (< 15 km)
224010,Cameroon,Cameroon,Africa and Red Sea,Stratovolcano,Eruption Observed,2000,4.203,9.17,4095,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
261030,Peuet Sague,Indonesia,Indonesia,Complex,Eruption Observed,2000,4.914,96.329,2801,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
261220,Kaba,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2000,-3.52,102.62,1952,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
264010,Batur,Indonesia,Indonesia,Caldera,Eruption Observed,2000,-8.242,115.375,1717,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
285020,Hokkaido-Komagatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2000,42.063,140.677,1131,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300060,Mutnovsky,Russia,Kamchatka and Mainland Asia,Complex,Eruption Observed,2000,52.449,158.196,2288,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
372070,Hekla,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2000,63.983,-19.666,1490,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km)
382050,Terceira,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,2000,38.73,-27.32,1023,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
243091,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2001,-18.325,-174.365,-40,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
264090,Inielika,Indonesia,Indonesia,Complex,Eruption Observed,2001,-8.73,120.98,1559,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
285030,Toya,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2001,42.544,140.839,733,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300100,Avachinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2001,53.256,158.836,2717,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
263100,Papandayan,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2002,-7.32,107.73,2665,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
267010,Ruang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2002,2.3,125.37,725,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
284090,Izu-Torishima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2002,30.484,140.303,394,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
315020,Wrangell,United States,Alaska,Shield,Eruption Observed,2002,62.006,-144.017,4278,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
352020,Guagua Pichincha,Ecuador,South America,Stratovolcano,Eruption Observed,2002,-0.171,-78.598,4784,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
244000,Vailulu'u,United States,New Zealand to Fiji,Submarine,Eruption Observed,2003,-14.215,-169.058,-592,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
264180,Lewotobi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2003,-8.542,122.775,1703,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
264200,Leroboleng,Indonesia,Indonesia,Complex,Eruption Observed,2003,-8.365,122.833,1095,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
234070,Marion Island,South Africa,Middle East and Indian Ocean,Shield,Eruption Observed,2004,-46.9,37.75,1230,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
257060,Epi,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2004,-16.68,168.37,833,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
267040,Awu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2004,3.67,125.5,1320,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
285050,Tokachidake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2004,43.418,142.686,2077,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
386011,Nightingale Island,United Kingdom,Atlantic Ocean,Stratovolcano,Eruption Observed,2004,-37.42,-12.48,365,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
221113,Dabbahu,Ethiopia,Africa and Red Sea,Stratovolcano,Eruption Observed,2005,12.595,40.48,1401,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
234011,McDonald Islands,Australia,Middle East and Indian Ocean,Complex,Eruption Observed,2005,-53.03,72.6,230,Phonolite,Intraplate / Oceanic Crust (< 15 km)
266020,Ambang,Indonesia,Indonesia,Complex,Eruption Observed,2005,0.75,124.42,1795,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343020,Santa Ana,El Salvador,México and Central America,Stratovolcano,Eruption Observed,2005,13.853,-89.63,2381,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
353050,"Negra, Sierra",Ecuador,South America,Shield,Eruption Observed,2005,-0.83,-91.17,1124,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
